バージョン,タイトル,ジャンル,アーティスト,プレー回数,BEGINNER 難易度,BEGINNER スコア,BEGINNER PGreat,BEGINNER Great,BEGINNER ミスカウント,BEGINNER クリアタイプ,BEGINNER DJ LEVEL,NORMAL 難易度,NORMAL スコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER スコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER スコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,LEGGENDARIA 難易度,LEGGENDARIA スコア,LEGGENDARIA PGreat,LEGGENDARIA Great,LEGGENDARIA ミスカウント,LEGGENDARIA クリアタイプ,LEGGENDARIA DJ LEVEL,最終プレー日時
CANNON BALLERS,ACCELERATE,SYNTH-TECH,Sota Fujimori,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
CANNON BALLERS,Alpheratz,PIANO TRANCE,Xceon,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,CLEAR,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
CANNON BALLERS,Amor De Verao,熱帯 THE BASS,かめりあ feat. ななひら,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,1903,808,287,18,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2024-12-21 10:34
CANNON BALLERS,ANAGMA,PSY TECH DANCE,C-Show,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2174,966,242,45,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-07-21 11:35
CANNON BALLERS,ANCHOR,STYLISH CROSSOVER,BEMANI Sound Team "HuΣeR Vs. SYUNN",12,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,0,0,0,---,HARD CLEAR,---,12,2522,1080,362,194,FAILED,A,0,0,0,0,---,NO PLAY,---,2025-08-25 10:28
CANNON BALLERS,Antigravity,HARDCORE DANCE SPEED,t+pazolite,8,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,12,2094,847,400,78,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-09-01 14:49
CANNON BALLERS,Arca,GENESIS,BEMANI Sound Team "Akhuta Works",10,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,12,2325,980,365,80,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-08-01 18:52
CANNON BALLERS,Around the Future,CYBERCORE,Maozon vs. C-Show,6,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,1944,789,366,70,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-07-03 17:57
CANNON BALLERS,Back Spin Sweeper,WAGON WHEEL TRANCE,DJ TOTTO,4,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,9,0,0,0,---,CLEAR,---,11,1729,726,277,53,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-09-11 13:14
CANNON BALLERS,Battleground,SCHRANZ,kors k,4,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,9,0,0,0,---,CLEAR,---,11,2061,896,269,58,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-07-02 19:57
CANNON BALLERS,Be a Hero!,DIGITAL THRASH PUNK,中島由貴,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
CANNON BALLERS,Best of Me,CYBER LIQUID FUNK,Maozon,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1964,885,194,13,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-04-30 20:36
CANNON BALLERS,Boomy and The Boost,NEO JUNGLE,Eagle,42,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,12,2710,1156,398,97,EASY CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-09-04 18:05
CANNON BALLERS,Break Stasis,DRUMSTEP/HARDCORE,Hommarju & Akira Complex,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,10,2130,925,280,27,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-07-27 09:52
CANNON BALLERS,ChaserXX,CYBERNETICS PIANO HOUSE,HuΣeR,4,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,11,1873,752,369,67,CLEAR,B,12,2108,790,528,268,FAILED,C,2025-08-11 11:47
CANNON BALLERS,Chemical Cookie,FUTURE BASS,YUC'e,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
CANNON BALLERS,City Never Sleeps (IIDX Edition),DRUM&BASS,Dirty Androids,2,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,FAILED,---,9,0,0,0,---,CLEAR,---,11,2236,989,258,51,CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-08-22 10:47
CANNON BALLERS,COSMIC☆WONDER☆REVOLUTION,COSMIC POP,猫叉Master+,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
CANNON BALLERS,DEADHEAT,HARDCORE,DJ Myosuke,16,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1578,648,282,53,FULLCOMBO CLEAR,A,12,2532,1057,418,118,EASY CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-09-07 14:43
CANNON BALLERS,DEATH†ZIGOQ ～怒りの高速爆走野郎～,世紀末コア,L.E.D.ALiCE(DJ NAGAI Vs. BEMANI Sound Team "L.E.D.-G"),43,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,FAILED,---,10,2145,955,235,23,HARD CLEAR,AA,12,2784,1199,386,144,EASY CLEAR,A,12,2802,1129,544,438,FAILED,B,2025-09-01 14:27
CANNON BALLERS,DropZ-Line-,PUMPCORE,Getty vs. DJ DiA,3,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,12,2111,827,457,212,FAILED,B,0,0,0,0,---,NO PLAY,---,2025-07-29 16:30
CANNON BALLERS,Eine Haube ～聖地の果てにあるもの～,VELLUM,AIKO OI,8,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,1892,802,288,94,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-05-05 21:25
CANNON BALLERS,EMERALDAS,IRREGULAR DJENT STEP,BEMANI Sound Team "HuΣeR vs dj Hellix",19,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,11,1787,756,275,87,CLEAR,A,12,2334,987,360,260,FAILED,B,0,0,0,0,---,NO PLAY,---,2025-08-07 23:22
CANNON BALLERS,encounter,DRUM'N'BASS,猫叉Master+,13,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2587,1109,369,78,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-07-25 19:28
CANNON BALLERS,Exhaust Hype,HARD BASS HOUSE,DJ Noriken,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,2176,935,306,37,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-06-25 19:48
CANNON BALLERS,Expanded !!,MIDDLE EASTERN TWERK,BEMANI Sound Team "Expander",0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
CANNON BALLERS,Fervidex,ARTCORE,Feryquitous,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
CANNON BALLERS,FREEDOM,HYPER DUBSTEP,USAO,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
CANNON BALLERS,From Time To Time,TECH HOUSE,sanodg,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,10,1647,723,201,14,CLEAR,AA,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-06-19 22:07
CANNON BALLERS,FUTURE is Dead,HOLIC,C-Show,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,1631,684,263,52,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-10-11 10:24
CANNON BALLERS,Get Up! feat. Kanae Asaba,TROPICAL HOUSE,MK,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,1235,567,101,9,HARD CLEAR,AAA,9,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-01-23 10:48
CANNON BALLERS,HAT TRICK,HANDZ STYLE,P*Light,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1805,774,257,37,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-01-22 09:47
CANNON BALLERS,Hella Deep,FREESTYLE,MASAYOSHI IIMORI,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
CANNON BALLERS,HYPE THE CORE,GABBA,DJ CHUCKY,25,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2531,1078,375,323,FAILED,A,0,0,0,0,---,NO PLAY,---,2025-08-28 11:46
CANNON BALLERS,I Love You,EURO TRANCE,O/iviA,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2234,987,260,24,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-06-06 20:07
CANNON BALLERS,Illusionary Waterlily,EMOTIONAL RAVE EUPHORIA,DJ Noriken,12,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,12,2412,1006,400,149,FAILED,A,0,0,0,0,---,NO PLAY,---,2025-07-09 19:18
CANNON BALLERS,Initiation,00's TECHNO,BEMANI Sound Team "謎の勢力",19,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2345,948,449,311,FAILED,B,0,0,0,0,---,NO PLAY,---,2025-08-28 12:05
CANNON BALLERS,Life Is A Game ft.DD"ナカタ"Metal,UPTEMPO HARDCORE,RoughSketch,18,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2454,1076,302,109,FAILED,A,0,0,0,0,---,NO PLAY,---,2025-09-08 21:13
CANNON BALLERS,LUV DRIVE,POPCORE,RoughSketch feat.Aikapin,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1804,806,192,49,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2024-12-28 13:50
CANNON BALLERS,MAXIVCORD,ADMIRABLE,BEMANI Sound Team "dj TAKA",3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,1675,697,281,30,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-09-04 18:40
CANNON BALLERS,Midnight Lady,NU 80's DISCO FUNK,Dirty Androids,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,FAILED,---,6,0,0,0,---,NO PLAY,---,9,1851,847,157,11,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2025-04-30 19:51
CANNON BALLERS,n'pa pa BBQ,FUTURE TERROR,YUC'e,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2282,1000,282,39,CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-06-24 18:43
CANNON BALLERS,NITROUS CANNON,MACHINEGUN PSYSTYLE,かめりあ,11,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,FAILED,---,10,0,0,0,---,CLEAR,---,12,2379,964,451,148,FAILED,B,0,0,0,0,---,NO PLAY,---,2025-06-20 23:12
CANNON BALLERS,No Limit 2 dAnce feat. 大山愛未,HYPER TECHNO,Y&Co.,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,1858,816,226,24,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-02-26 21:33
CANNON BALLERS,Nothing but Theory,ULTRA JAZZFUNKTION,lapix,5,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,9,1500,649,202,0,FULLCOMBO CLEAR,AA,11,2218,962,294,33,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-08-07 22:35
CANNON BALLERS,O/D*20,TECHNO,Ryu*,13,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,FAILED,---,11,2035,900,235,38,HARD CLEAR,AA,12,2451,943,565,225,FAILED,B,2025-07-30 11:17
CANNON BALLERS,Only for now,PSYCHDELIC TRANCE,RINA SOUND PRODUCE : KAZUYA TAKASE,4,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,2034,954,126,13,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2025-09-07 15:13
CANNON BALLERS,Papilio ulysses,DRUMSTEP,BEMANI Sound Team "SYUNN",29,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,0,0,0,---,CLEAR,---,12,2000,779,442,62,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-08-22 11:31
CANNON BALLERS,Persephone,HARDSTYLE,Massive New Krew,21,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,10,0,0,0,---,HARD CLEAR,---,12,2305,953,399,58,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-06-09 20:28
CANNON BALLERS,Rampage,HARDCORE,USAO,18,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,12,3280,1467,346,112,FAILED,AA,0,0,0,0,---,NO PLAY,---,2025-08-25 10:25
CANNON BALLERS,Raspberry Railgun,PANIC FUSION,OSTER project,14,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,2412,1005,402,80,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-08-21 11:22
CANNON BALLERS,REVOLVER,Hi-TECHDANCE,sky_delta,22,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,1928,800,328,80,CLEAR,A,12,2152,874,404,181,FAILED,B,2025-09-03 12:26
CANNON BALLERS,Sleepless days,THE WORLD EVOLVE,猫叉Master feat.Mayumi Morinaga,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,CLEAR,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
CANNON BALLERS,Slipstream,FUTURE CORE,lapix,26,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1793,824,145,5,CLEAR,AAA,12,2334,980,374,118,EASY CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-08-28 12:22
CANNON BALLERS,SPEED DEMON,HARDTEK,GUHROOVY feat. NO+CHIN,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2076,890,296,32,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-03-19 11:38
CANNON BALLERS,STARLIGHT JUNCTION,HEAV'NLY TRANCE,SOUND HOLIC feat. Nana Takahashi,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1520,697,126,---,CLEAR,B,0,0,0,0,---,NO PLAY,---,2025-07-29 15:23
CANNON BALLERS,Static State,ELECTRO TRANCE,Nhato,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,10,1625,666,293,79,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-05-24 09:22
CANNON BALLERS,Temple of Anubis,PSYSTYLE,Massive New Krew,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2200,954,292,21,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-08-10 11:56
CANNON BALLERS,THE CANNONBALLER,EUROBEAT,L.E.D. feat. YURiCa/花たん,5,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,11,2527,1056,415,98,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-06-12 21:58
CANNON BALLERS,The Chase,TECH BREAKS,DJ Mass MAD Izm*,24,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,1277,559,159,3,FULLCOMBO CLEAR,AA,12,1743,715,313,54,ASSIST CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-08-31 10:43
CANNON BALLERS,UMMU,OSHARave,t+pazolite,1,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,11,2408,1016,376,67,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-06-22 20:41
CANNON BALLERS,Usual Days-remix,DANCE POP,ota2,5,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,1648,650,348,210,FAILED,B,0,0,0,0,---,NO PLAY,---,2025-08-13 12:32
CANNON BALLERS,Xperanza,HYBRID HARDCORE,aran,19,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,FAILED,---,10,0,0,0,---,HARD CLEAR,---,12,2633,1172,289,101,EASY CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-09-10 22:58
CANNON BALLERS,うさ☆かめ 大戦争！,プログレッシブ徒競走,ARM×狐夢想 feat. I've : 柚子乃 & RINA,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
CANNON BALLERS,エディブルフラワーの独白,HARD FRENCH,OSTER project feat. 常盤ゆう,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,1994,903,188,28,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2024-11-02 21:52
CANNON BALLERS,シムルグの目醒め,NATURE,BEMANI Sound Team "DJ TOTTO" feat.rionos,6,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,0,0,0,---,CLEAR,---,12,2346,964,418,206,FAILED,B,0,0,0,0,---,NO PLAY,---,2025-09-09 14:58
CANNON BALLERS,ナイトシティー・アヴァンチュール,歌謡ニューウェーブ,森永真由美,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
CANNON BALLERS,ハイ*ビスカス ft. Kanae Asaba,YANKEE CAR J TRANCE,Xceon,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2062,905,252,33,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-07-30 11:14
CANNON BALLERS,バ→ビ→ブ→Bomb!,電波ソング,ヒゲドライバー join. 新菜まこ & 松平なな,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
CANNON BALLERS,バスルーム ロマンス,CLASSIC MOTIF,BEMANI Sound Team "Saori Watanabe",0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
CANNON BALLERS,パラドキシカル・タイムリープトライアル(Short Ver.),AKIBA-POP,MOSAIC.WAV,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
CANNON BALLERS,ラストセンチュリーメランコリック,FUTURE J-POP,DJ Taku aka ☆Taku Takahashi (m-flo),2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,8,0,0,0,---,HARD CLEAR,---,11,1791,795,201,32,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-07-30 11:10
CANNON BALLERS,共犯ヘヴンズコード,ELEGANT SWING,D-Evoke（与那嶺雅人/小日向翔）,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,CLEAR,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
CANNON BALLERS,命の標本,STRANGE WORLD MUSIC,志方あきこ,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
CANNON BALLERS,東京神話,ORBITALIC GABBER STEP,DJ TECHNORCH feat.宇宙★海月 vs BEMANI Sound Team "U1-ASAMi",7,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,12,2024,844,336,150,FAILED,B,0,0,0,0,---,NO PLAY,---,2025-07-29 16:04
CANNON BALLERS,神謳 -RESONANCE-,Hi-MYTH,SOUND HOLIC feat. Nana Takahashi Vs.GOD PHOENIX Prim,20,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,12,2917,1221,475,133,EASY CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-09-10 22:21
CANNON BALLERS,純真可憐デザイア,EMOTIONAL ROCK,BEMANI Sound Team "HuΣeR" feat.Fernweh,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,FAILED,---,8,0,0,0,---,CLEAR,---,10,2041,944,153,11,EX HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2025-06-27 17:54
CANNON BALLERS,草原の王女-軌跡を辿って-,JOURNEY SCENE,劇団レコード,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
Rootage,& Intelligence,MEGA MIX,lapix,6,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,2334,952,430,39,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-08-17 11:06
Rootage,50th Memorial Songs -Beginning Story-,ANNIVERSARY,BEMANI Sound Team,3,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2126,893,340,44,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-08-17 10:35
Rootage,50th Memorial Songs -Flagship medley-,ANNIVERSARY,BEMANI Sound Team,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,863,360,143,---,FAILED,D,0,0,0,0,---,NO PLAY,---,2025-09-11 12:30
Rootage,50th Memorial Songs -The BEMANI History-,ANNIVERSARY,BEMANI Sound Team,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
Rootage,50th Memorial Songs -二人の時 ～under the cherry blossoms～-,ANNIVERSARY,BEMANI Sound Team,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2090,921,248,47,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-05-11 10:42
Rootage,Afterimage d'automne,ASYMMETRY ART,BEMANI Sound Team "猫叉劇団",8,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,12,2326,990,346,63,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-07-02 19:33
Rootage,BLACK JACKAL,DANCE MUSIC,Akira Complex,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
Rootage,BLOSSOM,BLOOM TRANCE,BEMANI Sound Team "TAG",5,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,2080,914,252,41,CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-09-08 20:15
Rootage,Carmina,SYMPHONIC TRANCECORE,CANVAS feat. Quimar,16,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,FAILED,---,10,0,0,0,---,CLEAR,---,12,2235,884,467,254,FAILED,B,0,0,0,0,---,NO PLAY,---,2025-07-21 13:51
Rootage,Carry Me Away,FUTURE CORE,lapix,18,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,12,2427,1046,335,75,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-08-07 20:00
Rootage,Catch Our Fire!,MARVELOUS CHEER,中島由貴,11,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,12,2554,1052,450,179,FAILED,A,0,0,0,0,---,NO PLAY,---,2025-09-11 13:44
